iter	Logloss
258	0.1383322859
259	0.1382677164
260	0.1382059329
261	0.1381573593
262	0.1381225201
263	0.1380859509
264	0.138050062
265	0.1380147155
266	0.1379420351
267	0.1378745546
268	0.1378342057
269	0.1378096533
270	0.1377580032
271	0.1377298554
272	0.1376957716
273	0.137668752
274	0.1376258209
275	0.1375456216
276	0.1374039002
277	0.1373897794
278	0.1373516449
279	0.1372788893
280	0.1372234949
281	0.1372090098
282	0.1371382221
283	0.1371069269
284	0.137061686
285	0.137013719
286	0.1369646335
287	0.1368958661
288	0.1368495034
289	0.1368084433
290	0.1367533177
291	0.1367057685
292	0.1366741593
293	0.1366303203
294	0.1366015702
295	0.1365765861
296	0.1365366719
297	0.1364867203
298	0.1364227549
299	0.1363836138
300	0.1363691258
301	0.1363365336
302	0.1363147178
303	0.1362915191
304	0.1362696344
305	0.1362436986
306	0.1362045476
307	0.1361591294
308	0.1361077011
309	0.1360410992
310	0.1360232746
311	0.1359967017
312	0.1359647004
313	0.1358993117
314	0.1358209584
315	0.1357825821
316	0.1357442658
317	0.1357188139
318	0.1356921815
319	0.1356830735
320	0.1356126037
321	0.1355692411
322	0.1355304755
323	0.1355233765
324	0.135489213
325	0.1354803899
326	0.1354340496
327	0.1354128729
328	0.1353745206
329	0.1353375983
330	0.1352824384
331	0.1352276298
332	0.1351937811
333	0.1351424079
334	0.1351161129
335	0.1350855049
336	0.1350507696
337	0.1350102528
338	0.1349871069
339	0.1349530915
340	0.1349063087
341	0.1348616921
342	0.1348300198
343	0.1347912922
344	0.1347691778
345	0.1347327618
346	0.1347178688
347	0.1347097247
348	0.1346689675
349	0.1346268131
350	0.1345905524
351	0.1345875236
352	0.1345591438
353	0.1345526079
354	0.1345155387
355	0.1344700115
356	0.1344130359
357	0.1343863274
358	0.1343429747
359	0.1343202035
360	0.13430409
361	0.1342979975
362	0.1342810869
363	0.1342314305
364	0.1342057925
365	0.1341886204
366	0.1341768837
367	0.1341674419
368	0.1341141278
369	0.1341106524
370	0.1340793088
371	0.1340283671
372	0.133972622
373	0.1339302612
374	0.1339087809
375	0.1338896021
376	0.1338693032
377	0.1337920952
378	0.1337652776
379	0.1337129566
380	0.133673989
381	0.1336304286
382	0.133596477
383	0.1335420723
384	0.1335063926
385	0.1334793285
386	0.1334321497
387	0.1334077821
388	0.1333455009
389	0.1333290444
390	0.1333126237
391	0.1332827771
392	0.1332415433
393	0.1332052423
394	0.1331599822
395	0.1331340554
396	0.1331130502
397	0.1330664716
398	0.1330280407
399	0.1330029186
400	0.1329614032
401	0.132923675
402	0.1328915063
403	0.1328201113
404	0.1327978418
405	0.1327601124
406	0.1327344506
407	0.1327206641
408	0.1326626612
409	0.1326208163
410	0.1325905149
411	0.132558197
412	0.1325061969
413	0.1324540887
414	0.1324206762
415	0.1324018297
416	0.1323937101
417	0.132376654
418	0.1323419412
419	0.1323355527
420	0.1323215455
421	0.1322858042
422	0.132272379
423	0.1322473427
424	0.132175332
425	0.132145092
426	0.1321315066
427	0.1321045702
428	0.1320802442
429	0.132032434
430	0.1320007846
431	0.13196809
432	0.1319342486
433	0.1319093827
434	0.131848097
435	0.1318082051
436	0.1317770706
437	0.1317434681
438	0.1316550767
439	0.1316196374
440	0.1315721154
441	0.1315198813
442	0.1314967088
443	0.1314804714
444	0.1314483151
445	0.1314334591
446	0.1314125624
447	0.1313737636
448	0.1313526232
449	0.1313236731
450	0.1313039781
451	0.1312795544
452	0.1312300665
453	0.1311896672
454	0.1311702484
455	0.1311033645
456	0.1310952203
457	0.1310703974
458	0.1310419331
459	0.13102935
460	0.131013246
461	0.1309612631
462	0.1309194261
463	0.1309010247
464	0.1308992323
465	0.1308731633
466	0.1308496674
467	0.1308117725
468	0.1307690195
469	0.1307380751
470	0.1307285431
471	0.1307186287
472	0.1306804933
473	0.1306650646
474	0.1306278098
475	0.1306248434
476	0.130597805
477	0.1305568775
478	0.1305139486
479	0.1305014385
480	0.1304856584
481	0.1304532558
482	0.1304442452
483	0.1304028877
484	0.1303696568
485	0.1303416786
486	0.1303072363
487	0.1302908661
488	0.1302644588
489	0.1302266456
490	0.1302134808
491	0.1301798912
492	0.1301299426
493	0.1300931269
494	0.1300448191
495	0.1300347329
496	0.1300089719
497	0.1299941924
498	0.1299438032
499	0.1299125462
500	0.1298868576
501	0.1298740776
502	0.1298364394
503	0.1298153165
504	0.1297903537
505	0.1297436435
506	0.1297037063
507	0.12968734
508	0.1296555763
509	0.1296243607
510	0.129590274
511	0.1295636887
512	0.1295319354
513	0.1294948926
514	0.1294458249
515	0.1293926479
516	0.1293703882
517	0.1293431541
518	0.1293320047
519	0.129308667
520	0.1292769381
521	0.129259299
522	0.1292171614
523	0.129187013
524	0.1291468106
525	0.1291070777
526	0.1290882215
527	0.1290391836
528	0.1289952668
529	0.1289721649
530	0.1289670578
531	0.1289390522
532	0.1289186908
533	0.1288645292
534	0.1288371515
535	0.1288077215
536	0.128768204
537	0.1287526608
538	0.1287020583
539	0.1286802457
540	0.1286524198
541	0.1286158985
542	0.1286136907
543	0.1285947682
544	0.1285632583
545	0.1285464794
546	0.128528838
547	0.128515141
548	0.1284876455
549	0.1284514035
550	0.128410896
551	0.1283922319
552	0.1283569158
553	0.1283212185
554	0.1283085116
555	0.1282814039
556	0.128256912
557	0.1282444475
558	0.1282298782
559	0.1282013408
560	0.1281775367
561	0.1281727631
562	0.1281353184
563	0.1280943856
564	0.1280771571
565	0.1280681075
566	0.1280636727
567	0.1280466744
568	0.1280058227
569	0.1279663431
570	0.1279407709
571	0.1279081108
572	0.1278774819
573	0.1278340892
574	0.1278286882
575	0.1278105291
576	0.1277739987
577	0.1277461993
578	0.12771629
579	0.1276782099
580	0.1276300699
581	0.1275967536
582	0.1275547797
583	0.1275315194
584	0.1275018199
585	0.127460805
586	0.1274417172
587	0.1274169078
588	0.1274126772
589	0.1273633803
590	0.1273067031
591	0.1272614962
592	0.1272037795
593	0.1271971695
594	0.1271623235
595	0.1271373233
596	0.1271267199
597	0.1270944694
598	0.1270569756
599	0.1270423168
600	0.1270113478
601	0.1269900267
602	0.1269757322
603	0.126957092
604	0.1269145952
605	0.1268835784
606	0.1268347355
607	0.1268315324
608	0.1267875833
609	0.1267493656
610	0.1267209398
611	0.1266908822
612	0.1266582085
613	0.1266144725
614	0.1265878112
615	0.1265624104
616	0.126540049
617	0.1265109067
618	0.1264874903
619	0.1264395566
620	0.1264126625
621	0.1263732224
622	0.1263361027
623	0.1262950055
624	0.1262670267
625	0.1262371395
626	0.126190895
627	0.1261395703
628	0.1261315292
629	0.1261013108
630	0.1260244052
631	0.1259432159
632	0.1259230597
633	0.1259123442
634	0.1259062594
635	0.1258945049
636	0.1258560999
637	0.1258158547
638	0.1258126344
639	0.1257783273
640	0.12575727
641	0.125754529
642	0.1257053419
643	0.1256780004
644	0.1256702043
645	0.1256552803
646	0.1256292726
647	0.1255760135
648	0.1255426403
649	0.1255128639
650	0.1255076764
651	0.1254698525
652	0.1254306175
653	0.1254075705
654	0.1253680773
655	0.1253316666
656	0.1252955769
657	0.1252767633
658	0.125269932
659	0.1252574751
660	0.1252252166
661	0.1251876902
662	0.1251579512
663	0.1251532793
664	0.1251345306
665	0.1251195619
666	0.1250790376
667	0.1250593373
668	0.1250402134
669	0.1250251081
670	0.1249664105
671	0.124924856
672	0.1248920873
673	0.1248794197
674	0.1248634991
675	0.1248495781
676	0.1248132429
677	0.1248058285
678	0.1248033479
679	0.1247651621
680	0.12475713
681	0.1247333153
682	0.1247211258
683	0.1246954088
684	0.1246674775
685	0.1246292453
686	0.1246123341
687	0.1246027544
688	0.1245920374
689	0.124547836
690	0.1245264036
691	0.1245125316
692	0.1244969937
693	0.1244680363
694	0.1244557763
695	0.1244405272
696	0.1244103722
697	0.1243851291
698	0.1243446264
699	0.1243337155
700	0.1243312098
701	0.1242977223
702	0.1242676233
703	0.1242470661
704	0.1242357717
705	0.1242093086
706	0.1241842219
707	0.1241368785
708	0.1241322796
709	0.1241019286
710	0.1240674173
711	0.124030829
712	0.1239747673
713	0.1239498948
714	0.123886974
715	0.1238601601
716	0.1238389945
717	0.1238380713
718	0.1238176474
719	0.1237990629
720	0.1237668564
721	0.1237599207
722	0.123746965
723	0.1237310566
724	0.1236854407
725	0.12363983
726	0.1236224885
727	0.123580148
728	0.1235520976
729	0.1235239618
730	0.1234886308
731	0.1234501392
732	0.1234257876
733	0.1234076291
734	0.1233952377
735	0.1233916026
736	0.123380451
737	0.1233575743
738	0.1233471239
739	0.1233295373
740	0.1232899205
741	0.1232453228
742	0.1232163096
743	0.1231738733
744	0.1231524847
745	0.123144481
746	0.1231263555
747	0.1230932387
748	0.1230444448
749	0.1230320814
750	0.1229934062
751	0.1229570857
752	0.1229246077
753	0.1229059262
754	0.1228925778
755	0.1228438946
756	0.1228268252
757	0.1228194124
758	0.1227907335
759	0.1227744821
760	0.1227463199
761	0.12270829
762	0.1226789847
763	0.1226610883
764	0.1226308977
765	0.1226160655
766	0.1226039517
767	0.1225766538
768	0.1225616541
769	0.1225607999
770	0.1225245591
771	0.1225119283
772	0.1224984113
773	0.1224699008
774	0.1224632385
775	0.1224450506
776	0.1224253974
777	0.1223878939
778	0.1223588635
779	0.1223531092
780	0.1223300688
781	0.1223221926
782	0.1223185557
783	0.1222874784
784	0.1222667892
785	0.1222521071
786	0.1222241371
787	0.1222024819
788	0.1221861749
789	0.1221625503
790	0.1221496493
791	0.1221346959
792	0.1221287365
793	0.1221094423
794	0.1221016677
795	0.1220803002
796	0.1220603143
797	0.1220511389
798	0.1220408813
799	0.1220254214
800	0.1220087913
801	0.1220069339
802	0.121969684
803	0.1219589798
804	0.1219339819
805	0.1219055266
806	0.1218927381
807	0.1218704724
808	0.1218336631
809	0.1218217761
810	0.1217732385
811	0.1217621803
812	0.1217536132
813	0.121711495
814	0.1216544234
815	0.1216139697
816	0.121579088
817	0.121546269
818	0.1215181475
819	0.1215123645
820	0.1215041841
821	0.1214710209
822	0.1214492512
823	0.1214199963
824	0.1213685874
825	0.1213525808
826	0.1213252753
827	0.1213072739
828	0.1212900556
829	0.1212635984
830	0.1212496088
831	0.1212312088
832	0.1212284694
833	0.1211967027
834	0.1211809379
835	0.1211324227
836	0.1211238565
837	0.1210897675
838	0.1210612816
839	0.1210422846
840	0.1210067423
841	0.1209760329
842	0.120944387
843	0.120922743
844	0.1209144388
845	0.120902669
846	0.1208865847
847	0.1208490332
848	0.1208222872
849	0.1207979055
850	0.1207622164
851	0.1207320145
852	0.120714559
853	0.1206748999
854	0.1206369183
855	0.1206070821
856	0.1205698629
857	0.1205445424
858	0.1205303306
859	0.1204902573
860	0.1204630508
861	0.120441149
862	0.1204323394
863	0.1204187411
864	0.1203883944
865	0.120374233
866	0.120336779
867	0.1203081655
868	0.120299003
869	0.1202676922
870	0.1202594284
871	0.1202398391
872	0.1202259144
873	0.1201941398
874	0.1201667241
875	0.1201374172
876	0.1201010434
877	0.1200712333
878	0.1200341306
879	0.1200233135
880	0.1199929036
881	0.1199568621
882	0.1199385814
883	0.1199099313
884	0.1198701729
885	0.1198502939
886	0.1198425102
887	0.1198226316
888	0.1197851622
889	0.119760074
890	0.1197563731
891	0.1197413243
892	0.1196957341
893	0.1196638042
894	0.1196522477
895	0.1196149689
896	0.1196023789
897	0.1195575883
898	0.1195123842
899	0.1194782251
900	0.1194632939
901	0.1194320513
902	0.119406146
903	0.1194037475
904	0.1193677388
905	0.1193378262
906	0.1193155286
907	0.1193059476
908	0.1192931397
909	0.119281198
910	0.1192564945
911	0.119229841
912	0.1192155541
913	0.1192064542
914	0.1191845742
915	0.1191621821
916	0.1191229975
917	0.1190891179
918	0.1190599981
919	0.1190192873
920	0.1190122827
921	0.1189926216
922	0.1189635267
923	0.1189313247
924	0.1189152388
925	0.1188920594
926	0.1188561742
927	0.1188322142
928	0.1188065052
929	0.1187883101
930	0.1187647505
931	0.1187486262
932	0.1187441173
933	0.1187006516
934	0.1186646184
935	0.1186368153
936	0.1186245375
937	0.1186098888
938	0.1185635477
939	0.1185479412
940	0.1185234787
941	0.1185107897
942	0.1184972468
943	0.1184690969
944	0.1184525303
945	0.1184081898
946	0.1183908308
947	0.1183695129
948	0.1183460637
949	0.1183331535
950	0.1183268625
951	0.1183239533
952	0.1182900435
953	0.1182790733
954	0.1182461308
955	0.1182145437
956	0.1182045552
957	0.1181867728
958	0.1181407493
959	0.118091922
960	0.1180634944
961	0.1180361788
962	0.1180179696
963	0.1179850381
964	0.1179538268
965	0.1179253043
966	0.1179040176
967	0.1178768888
968	0.1178696893
969	0.1178627804
970	0.1178356091
971	0.1178079188
972	0.1177806946
973	0.1177666405
974	0.117736074
975	0.1177208933
976	0.1177190586
977	0.1177004396
978	0.1176639687
979	0.1176266826
980	0.117603313
981	0.1175624632
982	0.1175388433
983	0.1174893528
984	0.117474129
985	0.117449376
986	0.1174224397
987	0.1174064685
988	0.117377606
989	0.1173485106
990	0.1173015261
991	0.117263662
992	0.1172387261
993	0.1171870229
994	0.1171611377
995	0.11712942
996	0.1171120005
997	0.1170842854
998	0.1170723855
999	0.1170477189
